0.000000E+00	0.000000E+00
1.001669E-05	6.289535E-02
2.003339E-05	1.255417E-01
3.005008E-05	1.876908E-01
4.006678E-05	2.490968E-01
5.008347E-05	3.095165E-01
6.010017E-05	3.687105E-01
7.011686E-05	4.264445E-01
8.013356E-05	4.824899E-01
9.015025E-05	5.366248E-01
1.001669E-04	5.886347E-01
1.101836E-04	6.383139E-01
1.202003E-04	6.854654E-01
1.302170E-04	7.299027E-01
1.402337E-04	7.714498E-01
1.502504E-04	8.099421E-01
1.602671E-04	8.452273E-01
1.702838E-04	8.771656E-01
1.803005E-04	9.056305E-01
1.903172E-04	9.305093E-01
2.003339E-04	9.517036E-01
2.103506E-04	9.691294E-01
2.203673E-04	9.827177E-01
2.303840E-04	9.924146E-01
2.404007E-04	9.981819E-01
2.504174E-04	9.999966E-01
2.604341E-04	9.978515E-01
2.704508E-04	9.917553E-01
2.804674E-04	9.817319E-01
2.904841E-04	9.678211E-01
3.005008E-04	9.500780E-01
3.105175E-04	9.285728E-01
3.205342E-04	9.033908E-01
3.305509E-04	8.746315E-01
3.405676E-04	8.424089E-01
3.505843E-04	8.068506E-01
3.606010E-04	7.680973E-01
3.706177E-04	7.263026E-01
3.806344E-04	6.816319E-01
3.906511E-04	6.342621E-01
4.006678E-04	5.843809E-01
4.106845E-04	5.321856E-01
4.207012E-04	4.778829E-01
4.307179E-04	4.216880E-01
4.407346E-04	3.638234E-01
4.507513E-04	3.045180E-01
4.607679E-04	2.440069E-01
4.707846E-04	1.825295E-01
4.808013E-04	1.203294E-01
4.908180E-04	5.765282E-02
5.008347E-04	-5.252063E-03
5.108514E-04	-6.813615E-02
5.208681E-04	-1.307504E-01
5.308848E-04	-1.928470E-01
5.409015E-04	-2.541799E-01
5.509182E-04	-3.145063E-01
5.609349E-04	-3.735874E-01
5.709516E-04	-4.311892E-01
5.809683E-04	-4.870835E-01
5.909850E-04	-5.410492E-01
6.010017E-04	-5.928724E-01
6.110184E-04	-6.423480E-01
6.210351E-04	-6.892800E-01
6.310518E-04	-7.334827E-01
6.410684E-04	-7.747810E-01
6.510851E-04	-8.130113E-01
6.611018E-04	-8.480224E-01
6.711185E-04	-8.796754E-01
6.811352E-04	-9.078452E-01
6.911519E-04	-9.324202E-01
7.011686E-04	-9.533030E-01
7.111853E-04	-9.704109E-01
7.212020E-04	-9.836763E-01
7.312187E-04	-9.930466E-01
7.412354E-04	-9.984846E-01
7.512521E-04	-9.999690E-01
